@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' On Windows paths of the form X list the last working directory on that drive To list the root of the drive you must use X However the VFS browser and friends strip off trailing path separators for various reasons So to work around that we add a to drive letter paths on Windows ',DESIGN
' Get ElementResidences TODO Unused Should be added to Facade tfm param handle A modelElement return Collection The ElementResidence for this model element ',DESIGN
' TODO this is kind of inconsistent with CollectionType',DEFECT
' SSS FIXME Deprecated Going forward all instructions should come from the CFG',DESIGN
' TODO All build create methods need Undo support tfm',IMPLEMENTATION
' TODO can this happen ',DESIGN
' TODO for some dialects it would be appropriate to add the renderOrderByPropertiesSelect to other select strings',IMPLEMENTATION
' note there is a wierd implementation in the client side',DESIGN
' TODO add constructors for combinations of number and date formatters ',DESIGN
' this is done here cos we might only know the type here ugly TODO improve this a lot ',DESIGN
' TODO author fdietz no paging used currently show only first results',DESIGN
' SSS FIXME Somewhere here we need to record information the type of this operand as String',IMPLEMENTATION
' TODO setText in GEF should call setBounds instead of directly changing x y w h then we will have an event generated correctly in GEF',DESIGN
' TODO use or remove',DESIGN
' Appears to be gone from UML x',DEFECT
' TODO This work should be deferred until actually needed for display',IMPLEMENTATION
' hack to get right style for input',DESIGN
' TODO This should only be building list up to index ',DEFECT
' super calls from proxies must use reflected method FIXME possible to make handles do the superclass call ',DESIGN
' TODO Rename to IObjectTreeNodeExpander',DESIGN
' NOTE this assumes something about how propertySelectFragment is implemented by the subclass was toUnqotedAliasStrings getdiscriminatorColumnName before now tried to remove that unqoting and missing aliases ',DESIGN
' FIXME bit of a kludge here non interface classes assigned to both class and module fields simplifies proxy extender code will go away when JI is overhauled and proxy extenders are deprecated ',DESIGN
' Builds a message within some interaction related to some assocationrole The message is added as the last in the interaction sequence Furthermore the message is added as the last to the list of messages already attached to the role Effectively the already attached messages become predecessors of this message TODO This sets the activator as a side effect However it is impossible to determine the activator at this stage as we do not yet know what the action will be of the message we are creating See issue param inter The Interaction param role The Association Role return The newly created Message ',DEFECT
' A mock ModelImplementation p The Facade the ModelEventPump the Factories and Helpers are all created as mock objects using EasyMock For each of them there should also be a possibility to access their link MockControl object TODO Create the rest of the getters for the control objects author Linus Tolke ',IMPLEMENTATION
' turn of focus stealing workaround should be removed in the future ',DESIGN
' TODO shift block over to right',DESIGN
' trim done to workaround stupid oracle bug that cant handle whitespaces before a in a sp ',DESIGN
' Create block for this iter node FIXME We should not use the current scope if it is not actually from the same hierarchy of static scopes',DESIGN
' SSS FIXME This method at least in the context of multiple assignment is a little weird It calls regular to ary on the object But if it encounters a method missing the value is inserted into an element array try a b c first then define Fixnum to ary method and try it again Ex http gist github com ',DESIGN
' We assume that every output jikes does stands for an error warning XXX Is this correct ',DESIGN
' TODO Do not use hardcoded colors here tfm',DESIGN
' GenericArgoMenuBar defines the menu bar for all operating systems which do not explicitly ask for a different kind of menu bar such as Mac OS X p Menu is and the mnemonics of menu is and the menuitems are separated in the PropertyResourceBundle em menu properties em p menu items are separated in the PropertyResourceBundle em action properties em p The key is in menu properties have the following structure pre menu file name of menu e g menu file mnemonics of menu is file name of menu mnemonic e g menu file mnemonic mnemonics of menuitems file flag for item name of menuitem mnemonic e g menu item new mnemonic pre TODO Add registration for new menu items deprecated in by Bob Tarling This class will be moved and made private in future Use MenuBarFactory createApplicationMenuBar ',DESIGN
' TODO should equals and hashCode depend on field other than count ',DESIGN
' Andreas this is just temporary for the uml pre alpha versions ',DESIGN
' Notes It would not be hard to eliminate the use of org objectweb asm Type from this class making the distribution a tiny bit smaller ',DESIGN
' Cut off from parent we must have our own class manager Ca not do this in the run command needs to resolve stuff Should we do it by default when we create a namespace will no parent of class manager ',DESIGN
' TODO this is not handling multibyte yet',IMPLEMENTATION
' The event to fire TODO Investigate Is the purpose really to let the next call to link firePropertyChanged String Object Object fire the old event again if the previous invocation resulted in an exception If so please document why If not fix it ',DOCUMENTATION
' TODO fix output when this flag is set to true',DESIGN
' This info is merely a placeholder in the tree that we can use to get index name and parent name more easily We probably should create a IndexColumnInfo that has this extra info in it ',DESIGN
' Dirty fix for issue Needs to be amended when we start supporting parameters ',DEFECT
' todo hack NOTE here we cleanup the load context when we have no more local LCE entries This works for the time being because really only the collection load contexts are implemented Long term this cleanup should become part of the close result set processing from the sandbox jdbc jdbc container code ',DESIGN
' TODO optimize this better ',DESIGN
' TODO should this be clearData ',DESIGN
' some other primitive should avoid calling methods on primitive as we do in Name ca not treat primitive like an object message but the hole is useful right now ',DESIGN
' TODO check safe taint on incoming string',IMPLEMENTATION
' Name is set to the empty string yuck by default fix it',DESIGN
' FIXME I think we need these pushed somewhere ',DESIGN
' TODO There is a cyclic dependency between FigConcurrentRegion and the actions ActionAddConcurrentRegion',DESIGN
' FIXME How much more obtuse can this be Heredoc already parsed this and saved string Do not parse just return',DESIGN
' JUnit wraps solo tests this way We can extract the original test name with a little hack ',DESIGN
' Apparently this method is never called ',IMPLEMENTATION
' TODO this need not exclude subclasses ',DESIGN
' TODO an optimization here would be to consider cascade deletes and not gen those delete statements the difficulty is the ordering of the tables here vs the cascade attributes on the persisters the table info gotten here should really be self contained i e a class representation defining all the needed attributes then we could then get an array of those',DESIGN
' Action to trigger code generation for one or more classes p In fact only all named classes and interfaces on the active diagram are generated Or if this delivers an empty collection all selected classes interfaces and the contents of selected packages are generated independent if they are named or not p TODO Implement a more logical behaviour ',DESIGN
' TODO Can we get this from the metamodel NON NLS ',DESIGN
' TODO I believe the following code to the end of the method is obsolete since NamePanel no longer seems to be the GUI for any component ',DESIGN
' for arrays we should end the collection load before resolving the entities since the actual array instances are not instantiated during loading TODO or we could do this polymorphically and have two different operations implemented differently for arrays',DESIGN
' Called by the constructor to create the Figs at each end of the association TODO This is temporary during refactoring process We should override setDestFigNode and setSourceFigNode and create the ends there That will allow the same pattern to work for UML where we cannot assume the connection order param sourceAssociationEnd param destAssociationEnd param settings ',DESIGN
' TODO Somehow add the newly created foreign keys to the internal collection',DESIGN
' TODO Once we have fixed all subclasses the title will always be localized so this localization can be removed ',DESIGN
' DirContext dc TODO perhaps return this ',DESIGN
' NOTUSED private void initButtonMap ',DESIGN
' TODO Move this to IOUtilities Extracts the specified zip file to the specified output directory param zipFile param outputDirectory throws IOException ',DESIGN
' init the table here instead of earlier so that we can get a quoted table name TODO would it be better to simply pass the qualified table name instead of splitting it up into schema catalog table names',DESIGN
' Sometimes the value can be retrieved at compile time If we succeed nothing like it We might not for the following reasons The constant is missing The reference is a forward reference The constant is value is only known at run time on first access but this is runtime is not it Our compiler is not able to right away infer that this is a constant SSS FIXME The operand can be a literal array range or hash hence Operand because Array Range and Hash derive from Operand and not Constant Is there a way to fix this impedance mismatch It should be possible to handle the forward reference case by creating a new ForwardReference operand and then inform the scope of the forward reference which the scope can fix up when the reference gets defined At code gen time if the reference is unresolved when a value is retrieved for the forward ref and we get a null we can throw a ConstMissing exception Not sure ',DESIGN
' hack since HelpViewer needs a URL ',DESIGN
' SSS FIXME What is the difference between ClassVarAsgnNode ClassVarDeclNode',DESIGN
' TODO synchronized is required here as there can be some concurrent modification problems when drawing a call message and having that automatically draw the reply Maybe fixing the TODO below will resolve this and the synch can go ',DEFECT
' TODO Replace this with a more elegant solution ',DESIGN
' is this ok ',DESIGN
' I know it is bad to create object better idea ',DESIGN
' TODO inexact what we really need to know is are any outer joins used ',DEFECT
' This next bit is to allow for both unsaved value negative and for older behavior where version number did not get seeded if it was already set in the object TODO shift it into unsaved value strategy',DESIGN
' quick fix for Ant java use of property before initializing the project',DESIGN
' TODO handle writing into original buffer better',DESIGN
' Discovered that the loginame field can be null in that case how to know we have the correct view ',DESIGN
' TODO should we allow null for non primitive types ',DESIGN
' cleanup remove port number file',DESIGN
' FIXME This is an ugly hack to resolve JRUBY I am not proud of it',DESIGN
' will not work writeErrorToClient JavaClassSATD Generate result if nec and populate it hack to skip processing',DESIGN
' kind of ugly but needed for collections with a node mapping',DESIGN
' NOTUSED GuiPackage guiPack ',DESIGN
' USED ONLY FOR REGRESSION TESTING todo obviously get rid of all this junk ',DESIGN
' Why is object in the args ',DESIGN
' This should probably be in Reflect java',DESIGN
' not strictly necessary since the renderer set for the parent plot is not used',DESIGN
' undocumented hack to allow browser actions to work XXX clean up in ',DESIGN
' TODO what I really want to do here is get the SQL script and replace CREATE PROCEDURE with ALTER PROCEDURE then put that in the SQL pane and NOT execute it ',DESIGN
' TODO Clean this mess up Load plugins Load all plugin jars into class loader ',DESIGN
' We should reengineer this class so that rather than the current ad hoc linear approach to processing a stream of tokens we instead build up a tree of expressions ',DESIGN
' A dialect delegate for the Progress database TODO Progress specification says that the sum of all column lengths of a table row may not exceed Need to add an interface method to the HibernateDialect interface that takes an array of lengths and and checks the sum of columns for a row This maximum number may be different across databases so this check method needs to be implemented by each dialect author manningr ',DESIGN
' TODO reads writes from frame TODO information on scoping TODO visibility ',DESIGN
' nov calling this on a drive letter on Windows causes drive access',DEFECT
' TODO ugly here ',DESIGN
' FIXME vulture daemon thread prevents finalization find alternative approach JavaClassSATD ',DEFECT
' TODO author fdietz All this code for creating a new IMAPRootFolder should be moved to a FolderFactory this way path would be handled in the factory too parent directory for mail folders for example columba mail String path JavaClassSATD getConfigDirectory getPath ',DESIGN
' TODO Check this result ',DEFECT
' TODO is there a better way ',DESIGN
' TODO check type ',IMPLEMENTATION
' XXX do something ',DESIGN
' TODO move these to a new JoinableType abstract class extended by EntityType and PersistentCollectionType ',DESIGN
' Cast to int required as Dimension setSize double double does not appear to do anything in JDK ',DEFECT
' TODO MVW This needs rethinking rework I have the following questions Why does it not search for a stereotype in the namespace using properties and only create a new stereotype if it will actually be used Ie why is there not a getStereotype String name String baseClass edited by d mst ',DESIGN
' TODO check this',IMPLEMENTATION
' XXX This constructor is a hack to implement the END syntax Converting a reader back into an InputStream does not generally work ',DESIGN
' A ChangeCommand that updates its label p The label of this command can contain the character that will be replaced with information about an object when the label is returned p TODO Switch this to use Java string formatting instead of private notation author Bogdan Pistol ',DESIGN
' if there was any text before this add it as a fragment TODO this check could be modified to go if pos prev seems like this current version could stick empty strings into the list',IMPLEMENTATION
' TODO code duplication with JoinedSubclassEntityPersister',DESIGN
' TODO This is using internal knowledge of GEF It should handle this itself tfm',DESIGN
' TODO wire into new exception handling mechanism',DESIGN
' TODO Only fetch names and defer fetching panels until needed',IMPLEMENTATION
' TODO Huge side effect Hoist out of parse tfm let us load the project',DEFECT
' TODO move to IOUtilities see net sourceforge squirrel sql client update UpdateUtil createZipFile FileWrapper FileWrapper ',DESIGN
' the utility class that reads and writes release info from to the release xml file TODO Spring inject when this class is a Spring bean ',DESIGN
' bad to have release hardocoded here Fix later right ',DESIGN
' TODO Make this more efficient for large I Os',IMPLEMENTATION
' TODO Should we be doing anything on deleted elements This throws an exception on remove events skip for now tfm',IMPLEMENTATION
' XXX ignore attributes in a different NS maybe store them ',DESIGN
' TODO need to isolate the current thread from class creation',DEFECT
' TODO What can we do with other kind of actions ',IMPLEMENTATION
' FIXME add setBaseItemURLGenerator CategoryURLGenerator boolean ',DESIGN
' All form parameter always have text plain as mime type TODO make this a parameter ',DESIGN
' we ca not use SystemClassLoader here because that does not work with java webstart instead we use JavaClassSATD getClassLoader which seems to work perfectly',DESIGN
' TODO Binary incompatibility an old override must override putAll ',IMPLEMENTATION
' FIXME arg concat missing for opt call args ',IMPLEMENTATION
' TODO Do we want all enabled tabs to listen or only the one that is selected visible tfm',IMPLEMENTATION
' TODO author fdietz fix account info panel check',DESIGN
' Should we use java naming security principal credentials to create the QueueConnection ',DESIGN
' TODO Make sure all appropriate open flags are added to this check ',IMPLEMENTATION
' FIXME this is actually not very cpu cycles friendly as we are converting from dos to java while the underlying Sun implementation will convert from java to dos time for internal storage ',DEFECT
' regular division with some default precision TODO proper algorithm to set the precision',DESIGN
' TODO newTypeError does not offer enough for ruby error string ',DESIGN
' it would be nice and logical if exponent form behaved like E e and decimal form behaved like f but no such luck hence ',DESIGN
' FIXME Maybe not best place but move it to a good home',DESIGN
' TODO create javadocs for class ',DOCUMENTATION
' todo remove this and just have subclasses use Isolater IsolatedWork directly ',DESIGN
' this is stupid and misleading but path is not used anywhere except the above line and if this is done after the continue then we will either hang or be forced to duplicate it inside the buffer null or add a finally clause you decide which one is worse ',DESIGN
' TODO this is a bug in the code at the moment If table test is not qualified then this test passes so we need to beef up qualified tablename handling ',DEFECT
' Empty implementation ',IMPLEMENTATION
' TODO support other kinds of tail',IMPLEMENTATION
' FIXME draw outliers',IMPLEMENTATION
' TODO this is really ineffient and potentially a problem everytime anyone require is something we should try to make LoadPath a special array object ',DESIGN
' not needed',IMPLEMENTATION
' TODO Is it appropriate the TemplateableElement as the client and a list of TemplateParameterSubstitution as the list of parameters ',DESIGN
' TODO create uk loaders for component properties',IMPLEMENTATION
' work around for bug which means we must use dbo for schema ',DESIGN
' TODO Generalize extension and remove critic specific code',DESIGN
' FIXME I think this chunk is equivalent to MRI id name and not our public method id name Make into method if used more than once ',DESIGN
' FIXME lose syntactical elements here and others like this ',DESIGN
' TODO This should get the containing project from the list of targets not from some global',DESIGN
' TODO Change to throw exception when uses are fixed throw new NotImplementedException NON NLS ',DESIGN
' Somewhat of a hack If the special fields are visible we are operating relative to a this type already dissallow further this references to prevent user from skipping to things like super this caller ',DESIGN
' FIXME This function needs documentation param Attrs Hashtable to use as the attributes ',DOCUMENTATION
' EATM this would be wrong ',DESIGN
' REMIND convert arg list Vectors here ',IMPLEMENTATION
' CREATE ENTITIES FIXME these methods should be defined',DESIGN
' TODO by coding the event with some information about what changed in the dataset we could make the recalculation of the interval more efficient in some cases for instance if the change is just an update to a y value then the x interval does not need updating ',DESIGN
' This is weird if I do not set this the column header does not line up with the column contents ',DESIGN
' TODO check if too many open files GC and try again',IMPLEMENTATION
' This causes problems It can make multiple return messages refer to the same activator even if not returning to the same classifier role as the activator emenates from I am not sure that changing the activator of one message should amend any other messages but this is certainly changing too many Bob ',DESIGN
' FIXME JRUBY ends up with condition returning null quick fix until I can dig into it',DESIGN
' This could be smarter ',DESIGN
' This should probably be inside xmiReader parse but there is another place in this source where XMIReader is used but it appears to be the NSUML XMIReader When Argo XMIReader is used consistently it can be responsible for loading the listener Until then do it here ',DESIGN
' FIXME may need to broaden for IPV IP address strings',DEFECT
' Surely this is always null in the constructor ',DESIGN
' TODO Delete ME',DESIGN
' TODO joinKeyColumnName foreignKeyColumnName should be called either here or at a slightly higer level in the stack to get all the information we need Right now HbmBinder does not support the ',DESIGN
' again should not happen TODO might want to throw exception instead ',DESIGN
' Set the threshold TODO Should this be protected param threshold The threshold to compare to ',DESIGN
' TODO is this the best way to do this ',DESIGN
' A BufferInputStream that is aware of XML structure It searches for the first occurrence of a named tag and reads only the data inclusively from that tag to the matching end tag or it can search for the first occurrence of a named tag and read on the child tags The tag is not expected to be an empty tag p TODO This is hardwired to assume a fixed single byte character encoding It needs to be updated to handle different encodings including multi byte encodings tfm author Bob Tarling ',DESIGN
' TODO proxies ',IMPLEMENTATION
' Strange but the JavaClassSATD returns a Collection not a List This is a bug compared to the UML standard IMHO mvw Hence the LinkEnd is added to the end instead ',DEFECT
' FIXME we want to eliminate these type casts when possible',DESIGN
' Unused currently StringBuffer taggedValuesSb getTaggedValues modelElement ',IMPLEMENTATION
' TODO The above populate works but seems rather heavy here I can see something like this is needed though as events will not manage this quick enough Could we make JavaClassSATD create the new child Fig instance It may also be useful for it to return the new model element rather than the current void return Bob ',DESIGN
' TODO presentation ',IMPLEMENTATION
' GETRIDOFTHIS',DESIGN
' Create an empty but initialized instance of a UML Constraint return an initialized UML Constraint instance TODO This needs an extra parameter to specify the model extent where the new element should be created ',DESIGN
' otherwise a trim specification and or a trim character have been specified we need to decide which options are present and do the right thing should leading trim characters be trimmed should trailing trim characters be trimmed the trim character the trim source',DESIGN
' This does not look pretty and mode line should probably be split up into seperate components strings ',DESIGN
' Note Some DBMSs such as Oracle do not allow select rowid from table You cannot have any column name in the columns clause if you have in there Aliasing the table name seems to be the best way to get around the problem ',DESIGN
' UnixWorkaround class',DESIGN
' TODO this is only needed during compilation can we eliminate the instvar ',DESIGN
' ignore bean does not get registered TODO Why does that bother me ',DESIGN
' HACK ALERT Attempt to work around ghost ImpliedFromElements that occasionally show up between the actual things being joined This consistently occurs from index nodes at least against many to many Not sure if there are other conditions Essentially look ahead to the next FromElement that actually writes something to the SQL',DESIGN
' This is deprecated use classespath in the future',DESIGN
' TODO Move this in FigGroup in GEF param scb The suppressCalcBounds to set ',DESIGN
' TODO the i entitySpan bit depends upon subclass implementation very bad ',DESIGN
' TODO Implement support for types other than String',DESIGN
' TODO author hubms copied from frederiks search builder',DESIGN
' TODO this dependency is kind of Bad',DESIGN
' all the others could be private too ',DESIGN
' A cloned method now belongs to a new class Set it TODO Make DynamicMethod immutable',DESIGN
' this is such a bad way of doing it but oh well ',DESIGN
' TODO Return empty collection on null input or throw IllegalArgument ',DESIGN
' TODO Use reflection against the test case to ensure that it does not import non ArgoUML classes',IMPLEMENTATION
' todo remove',DESIGN
' This could perhaps be a variable name',DESIGN
' This refactoring depends on the following dialect API methods getUpdateSQL',DESIGN
' TODO should not be using assert here but I do not want to change to IllegalStateException at lead up to a release as I do not know how much testing is done with assert on ',TEST
' This can be made public to allow others to extend their own persisters',DESIGN
' TODO Using just the last piece of the ID leaves the potential for name collisions if two linked files have the same name in different directories',DESIGN
' For tagged values use their containing ModelElement since they do not have property panels of their own TODO May want to do this for other types too ',IMPLEMENTATION
' TODO ON PRIMARY ',IMPLEMENTATION
' TODO UML spec requires both client and supplier to be in the same model tfm',DESIGN
' TODO move the above to the plot state',DESIGN
' TODO support other name kinds',IMPLEMENTATION
' TODO It is probably worthwhile to abstract and factor this chooser and directory stuff More file handling is coming I am sure ',DESIGN
' All keys in messages properties are lowercase historical reasons ',DESIGN
' Note incorrect here we are using the hack in bsh class manager that allows lookup by base name We need to eliminate this limitation by working through imports See notes in class manager ',DESIGN
' Yuck TIFFImageEncoder uses Error to report runtime problems',DESIGN
' TODO I think we need to make sure the keys are actually cloned whereas the stroke instances are always immutable so they are OK',IMPLEMENTATION
' TODO Does this method need to be public It is not currently called outside of this class ',DESIGN
' Cast is not so nice but framework does not meet new requirements ',DESIGN
' DMS should we let this exception out ',DESIGN
' TODO All this profile loading handling needs to move someplace in model subsystem probably',DESIGN
' TODO implement will not do this now',IMPLEMENTATION
' Set the URI for this project p Do not use this directly Use instead link org argouml persistence PersistenceManager setProjectURI URI Project p TODO Why is not this deprecated or private if it is not to be used param theUri The URI to set ',DESIGN
' The eAnnotations and eGenericType are possible containment references We will move them instead of copying ',DESIGN
' not currently used',DESIGN
' TODO disable batch loading if lockMode READ ',DESIGN
' TODO What about the instance type name and the fact that we should be matching its type argument structure If they match so far we must assume they are okay and then check all the arguments ',IMPLEMENTATION
' we will have to use the method in the interface but this does not have the paint and stroke settings ',DESIGN
' Keep the unexpanded path TODO allow directories to end with jar by removing this check ',DESIGN
' Called by propertyChanged when it detects that a stereotype has been added or removed On removal the FigNode removes its listener to that stereotype When a new stereotype is detected we add a listener TODO Bob says In my opinion we should not be doing this here FigStereotype should always be listening to change of its owners name FigStereotypesCompartment should always be listening for add or remove of Stereotypes to its owner Those classes will need to pass some event to the FigNode on the AWT thread only if a change results in a change of size that requires a redraw p NOTE Runs at the Model MDR Thread p param event the UmlChangeEvent that caused the change ',DESIGN
' Agency manages Critics Since classes are not really first class objects in java a singleton instance of Agency is made and passed around as needed The Agency keeps a registry of all Critics that should be applied to each type of design material When a design material instance is critiqued it asks Agency to apply all registered Critic is In the current scheme there is a thread that proactively continuously critiques the Design at hand even if the user is idle This is simple and it works The disadvantage is that all active critics related to a given design material are applied regardless of the reason for the critiquing and a lot of CPU time is basically wasted p TODO I am moving toward a more reactionary scheme in which specific design manipulations in the editor cause critics relevant to those manipulations to be applied This transition is still half done Triggers are the critiquing requests The code for triggers is currently dormant latent p TODO There is a strong dependency cycle between Agency and Designer They either need to be merged into a single class or partitioned differently perhaps using an interface to break the cycle The Designer singleton gets passed to almost every single part of the Critic subsystem creating strong coupling throughout tfm author Jason Robbins ',DESIGN
' TODO should setBaseForScript be called here rather than above ',DESIGN
' TODO There are lots and LOTS of magic numbers used in calculating positions and sizes Any time you see Figs being placed at use these constants instead If you can reliably interpret calculations you can factor them out of there as well Add additional constants as needed to express other common factors tfm ',DESIGN
' TODO call ruby method',IMPLEMENTATION
' The Activity diagram p TODO Finish the work on subactivity states ',IMPLEMENTATION
' result JavaClassSATD preceding code will not work with JDK ',DEFECT
' The model for the table with the tagged values Implementation for UML and TagDefinitions TODO This currently only supports TaggedValues with a TagDefinition which has a type of String ',DESIGN
' TODO theoretically non threadsafe ',IMPLEMENTATION
' A dialect delegate for the Axion database TODO This dialect is not yet complete Need to provide implementations wherever Not yet implemented appears ',IMPLEMENTATION
' TODO Changed in UML x to special type of Property ',DESIGN
' TODO hack to be removed later',DESIGN
' If no Fig was created by the code above then we must go look for the old style constructor that should have fallen into disuse by now Fig Object Rectangle DiagramSettings All of these constructors should have been deprecated at least and replaced with the new signature This is here for paranoia only until all Figs have been reviewed ',DESIGN
' Need to calculate this just fudging here for now ',IMPLEMENTATION
' Set the target anew TODO This method is never used What is its intention Remove it ',DESIGN
' TODO This can be a mess There are any better solution ',DESIGN
' FIXME we should probably still be dyncalling write here',DESIGN
' ENEBO Lots of optz in parser here ',DESIGN
' UML spec is ambiguous English says no Association or Generalization but OCL only includes Association JavaClassSATD isAGeneralization dm ',DOCUMENTATION
' XXX I really do not like this the XML processor is still too involved in the processing A better solution IMO would be to create UE for Project and Target too and then process the tree and have Project Target deal with its attributes similar with Description If we eventually switch to or add support for DOM things will work smoothly UE can be avoided almost completely it could still be created on demand for backward compatibility ',DESIGN
' TODO we really want to be able replace the initial content handler which is passed to SAX but we ca not do this without cloning a whole bunch of code because it is private in the super class ',DESIGN
' TODO proper sign',DEFECT
' I do not know if we should be run this deferred because we might have to give the editor a chance to process the viewer update events and hence to update the views first ',DESIGN
' TODO InstanceSpecification Classifier association is not navigable in this direction',DESIGN
' TODO perhaps note connection so it can be disconnected at end of test ',IMPLEMENTATION
' This class represents a Pool of Swimlanes for Activity diagrams This is exists only to act as the GEF style encloser Other nodes in the same must be placed entirely within or outside the boundaries of this Fig but cannot intersect with the boundary p TODO There is no actual model element being represented here so we are inheriting a lot of behaviour from FigNodeModelElement that we do not want We require to split FigNodeModelElement to separate the code that requires a model element owner See issue p Remark mvw Why not give it an owner instead The ActivityGraph is the obvious candidate or maybe the top state author mkl ',DESIGN
' TODO A warning line that shows code which contains a variable error will cause some trouble The parser should definitely be much better ',DEFECT
' FIXME Clearing read buffer here is this appropriate ',DESIGN
' Creates a new field that selects the language for an expression param m Expression model should be shared between Language and Body fields param n Only one of Language and Body fields should forward events to model TODO MVW I do not understand that ',DESIGN
' TODO check if key contains the owner ID',IMPLEMENTATION
' Bunch of methods still not implemented',IMPLEMENTATION
' TODO Document author penyaskito ',DOCUMENTATION
' TODO there is a problem with the constructor for the RBC you have to provide the rules in the constructors no setters available ',DESIGN
' A specialist Selection class for FigPartitions This ensures that all swimlanes are the same length ie height TODO Make sure that all swimlanes appear side by side UML spec states separated from neighboring swimlanes by vertical solid lines on both sides TODO Allow drag of the west and east edge to resize both the selected Fig and the fig connected to that side TODO Show NorthWest and SouthWest handle only on leftmost swimlane TODO Show NorthEast and SouthEast handle only on rightmost swimlane author Bob ',IMPLEMENTATION
' PostLoad is needed for EJB TODO reuse the PostLoadEvent ',DESIGN
' needed ',DESIGN
' FIXME potentially could just use ByteList here ',DESIGN
' TODO Workaround for GEF redraw problem Force all child figs into the same layer',DESIGN
' TODO Do we want to friend stereotypes too JavaClassSATD hasStereotype permission ModelManagementHelper FRIEND STEREOTYPE ',DESIGN
' TODO we should be able to optimize this quite a bit post JavaClass already has all the methods organized by method name the next version supporting protected methods fields will have them organized even further So collectMethods here can just lookup the overridden methods in the JavaClass map should be much faster ',DESIGN
' Builds a class with a given name param name the given name return Class see buildClass TODO This needs an extra parameter to specify the model extent where the new element should be created ',DESIGN
' TODO shift block down by half',DESIGN
' TODO This should not be public Its only been done for the JComplete plugin At some stage this method will be returned to package visibility ',DESIGN
' NOTE the handling of simple vs double quotes could be formally more accurate but I ca not imagine a session id containing either so we should be OK The whole set of expressions is a quick hack anyway so who cares ',DESIGN
' Some dbs like McKoi make the default for scale Apply the same hack as above ',DESIGN
' workaround for Swing is annoying processing of labels starting with html which often breaks',DESIGN
' A Mode to interpret user input while creating a permission edge The permission can connect any model elements including those represented by edges as well as nodes p TODO In UML x Permission becomes PackageImport and the class hierarchy has changed so that it is no longer a subtype of Dependency so this may need to be refactored to work correctly ',DEFECT
' Skip formatting for Stored Procedures They can have comments embedded in them and I am presently not sure how the formatter handles this ',DESIGN
' FIXME Document difference between warn and warning or rename one better ',DOCUMENTATION
' TODO add stereotype application eCore AnyType ',IMPLEMENTATION
' TODO Seems like overkill to load the model just to get the display name but that is where it is stored currently tfm',DESIGN
' TODO I considered validating the presence of the TS cache here but decided to defer unti getQueryCacheInstance in case the cache is never actually used',DESIGN
' TODO investigate typo in spec ',DOCUMENTATION
' This would be sensible but does not work public int hashCode return JavaClassSATD ',DEFECT
' Copied from Java Doc Matcher replaceAll Note that backslashes and dollar signs in the replacement string may cause the results to be different than if it were being treated as a literal replacement string Dollar signs may be treated as references to captured subsequences as described above and backslashes are used to escape literal characters in the replacement string ',DESIGN
' TODO Move an empty implementation to FigGroup in GEF',DESIGN
' TODO should this be done for embedded usage Note the element is a ConfigTestElement when used standalone so we cannot use FTPSampler access methods',DESIGN
' TODO This whole class needs to be updated to remove use of deprecated methods and hopefully test multi root and multi project methods since Nov author jaap branderhorst xs all nl ',DESIGN
' todo modify the class definition if not already transformed ',DESIGN
' TODO cache this in an instvar',IMPLEMENTATION
' Information about a source unit and its content whether it exists only in memory or it is stored in a file TODO Making this an interface instead of a class would allow more flexibility in dealing with non file based resources tfm author aslo ',DESIGN
' WORKAROUND System setSecurityManager null This call effectly disables the sandbox mode and seems to work fine Below I use another way The policy for all classloaders is set to all permissions Do not really know the difference though ',DESIGN
' TODO other reserved names ',IMPLEMENTATION
' I guess this can happen as a result of a bad file read In this case it would be better to replace the incorrect value with anything valid e g the default value for the property But for the time being I just prefer to be aware of any problems occuring here most likely programming errors so I will bail out MS Note Ca not bail out newly create elements have blank values and must get the defaults Also when loading previous versions of jmeter test scripts some values may not be right and should get default values MS TODO review this and possibly change to ',DESIGN
' XXX we are committing CombiningChar and Extender here',DESIGN
' This method checks the timestamp on each file listed in the code ejbFiles code and compares them to the timestamp on the code jarFile code If the code jarFile code is timestamp is more recent than each EJB file code true code is returned Otherwise code false code is returned TODO find a way to check the manifest file that is found by naming convention param ejbFiles Hashtable of EJB classes and other files that will be added to the completed JAR file param jarFile JAR file which will contain all of the EJB classes and other files return boolean indicating whether or not the code jarFile code is up to date ',IMPLEMENTATION
' we do not know either type BLIND GUESS ',DESIGN
' TODO would be nice to use false but issues with MS SQL',DEFECT
' TODO check that JavaClassSATD equals requestedId ',IMPLEMENTATION
' TODO This is a tagged value name which will never trigger an event',DEFECT
' This is the new better way use classespath instead of sourcespath The code is currently the same you need class files in a directory to use this or jar files ',DESIGN
' TODO We have multiple string representations for multiplicities these should be consolidated This form is used by org argouml uml reveng',DESIGN
' TODO Move this into the toolbar project ',DESIGN
' TODO to get cast and boxing working e g e g Byte ia If the baseType is a wrapper type then we need to get the primitive TYPE class for the base type here in order for the cast to allow it Then boxing will happen naturally in the JavaClassSATD e g Integer ia ',DESIGN
