comment,classification
' criticism control',WITHOUT_CLASSIFICATION
' bounds not relevant here',WITHOUT_CLASSIFICATION
' do operating system specific stuff creating startup scripts installing man pages etc ',WITHOUT_CLASSIFICATION
' we are in an imported file ',WITHOUT_CLASSIFICATION
' these operations are ok for lists too',WITHOUT_CLASSIFICATION
' XXX Move to Project so it is shared by all helpers ',DESIGN
' TODO Dialog Handling on Cancelled ',DESIGN
' If backups move old n files create file',WITHOUT_CLASSIFICATION
' how to use Timestamp in WHERE clauses default to SQL standard',WITHOUT_CLASSIFICATION
' mark the node as moved if node has been removed ',WITHOUT_CLASSIFICATION
' If the next scope out has the same binding scope as this scope it means we are evaling within an eval and in that case we should be sharing the same binding scope ',WITHOUT_CLASSIFICATION
' set the property',WITHOUT_CLASSIFICATION
' Register any new blocking I O requests ',WITHOUT_CLASSIFICATION
' To encode special characters in anyURI by using HH to represent special ASCII characters x x F x F etc and non ASCII characters whose value ',WITHOUT_CLASSIFICATION
' while the tick labels overlap and there are more tick sizes available choose the next bigger label',WITHOUT_CLASSIFICATION
' import message in Columba',WITHOUT_CLASSIFICATION
' insert document type decl ',WITHOUT_CLASSIFICATION
' i n mysql hintGrants MySQL Grants ',WITHOUT_CLASSIFICATION
' apply profile stereotype to make it a profile our convention hack create that stereotype instead using the UML profile ',DESIGN
' if a directory is selected create new dir in there if a file is selected create new dir inside its parent ',WITHOUT_CLASSIFICATION
' NON NLS Maximum connection retries',WITHOUT_CLASSIFICATION
' non Javadoc see org apache jmeter visualizers request RequestView init ',WITHOUT_CLASSIFICATION
' Editor editor JavaClassSATD GraphModel gm JavaClassSATD LayerDiagram lay LayerDiagram JavaClassSATD getActiveLayer ',WITHOUT_CLASSIFICATION
' user JavaClassSATD ',WITHOUT_CLASSIFICATION
' propertiesChanged method',WITHOUT_CLASSIFICATION
' BeanShellHandler constructor',WITHOUT_CLASSIFICATION
' for now just re flatten the metamodel since this is temporary stuff anyway HHH ',WITHOUT_CLASSIFICATION
' TODO How does the pressed cancel become a java lang Exception ',DESIGN
' index of variable for this arg',WITHOUT_CLASSIFICATION
' FontSelectorDialog class',WITHOUT_CLASSIFICATION
' see org argouml ui explorer WeakExplorerNode subsumes java lang Object ',WITHOUT_CLASSIFICATION
' Prepare to have a lot of DocumentEvent EventType CHANGE',WITHOUT_CLASSIFICATION
' Go through the commands of the list ',WITHOUT_CLASSIFICATION
' i n userscript applicableToTarget Scripts applicable to selected targets ',WITHOUT_CLASSIFICATION
' create constructorInstaller if there are no constructors it will disable construction',WITHOUT_CLASSIFICATION
' and save it',WITHOUT_CLASSIFICATION
' Refresh any actions that may become enabled or disabled ',WITHOUT_CLASSIFICATION
' Shifting with a delta of does not change the range',WITHOUT_CLASSIFICATION
' scan feature lists for those with multiple elements and return them',WITHOUT_CLASSIFICATION
' lhs assign null false ',WITHOUT_CLASSIFICATION
' PostgreSQL at least returns false for supportsStoredProcedures even though it does support them ',WITHOUT_CLASSIFICATION
' TODO People extending GzipWriter reader will break Find better way here ',DESIGN
' not supported by virtual folder',WITHOUT_CLASSIFICATION
' Check post body from the result query string',WITHOUT_CLASSIFICATION
' rowRenderingOrder ',WITHOUT_CLASSIFICATION
' see org eclipse emf ecore EObject eIsProxy ',WITHOUT_CLASSIFICATION
' restore original tooltip dealys',WITHOUT_CLASSIFICATION
' non Javadoc see com mockobjects sql MockDatabaseMetaData supportsSubqueriesInIns ',WITHOUT_CLASSIFICATION
' AShape textShape new TextAShape text GridRow NAME textRect TextAShape TYPE SINGE LINE font fgColor AtFraction CENTER AtStart START Boolean FALSE ',WITHOUT_CLASSIFICATION
' get the message controller',WITHOUT_CLASSIFICATION
' VERSION UNSAVED VALUE',WITHOUT_CLASSIFICATION
' This array really should not be here Again for historical purposes it is p FIXME This array should be in a private or package private location since it could be modified by malicious code p ',DESIGN
' final boolean forceCacheRefresh ',WITHOUT_CLASSIFICATION
' NON NLS ',WITHOUT_CLASSIFICATION
' strip is',WITHOUT_CLASSIFICATION
' getBuffer method',WITHOUT_CLASSIFICATION
' Pop it from the stack ',WITHOUT_CLASSIFICATION
' Fallback to Securest Login method',WITHOUT_CLASSIFICATION
' public AdapterNode addEmptyFilterCriteria AdapterNode filterRuleNode Element child createElementNode filtercriteria Element subNode createTextElementNode headeritem Subject addElement child subNode subNode createTextElementNode criteria contains addElement child subNode subNode createTextElementNode pattern pattern addElement child subNode subNode createTextElementNode type Subject addElement child subNode filterRuleNode domNode appendChild child return new AdapterNode child ',WITHOUT_CLASSIFICATION
' unwrap the target error',WITHOUT_CLASSIFICATION
' add the parsed namespaces of the parent project',WITHOUT_CLASSIFICATION
' NativeSQLQueryReturn ',WITHOUT_CLASSIFICATION
' the upper limit of the curve range belongs by definition to the last interval',WITHOUT_CLASSIFICATION
' getLayoutAlignmentY method',WITHOUT_CLASSIFICATION
' cannot be null',WITHOUT_CLASSIFICATION
' Custom button text ',WITHOUT_CLASSIFICATION
' get references',WITHOUT_CLASSIFICATION
' get rid of any edit pane that is a child of the current edit pane is parent splitter',WITHOUT_CLASSIFICATION
' setup and load constructor public XmlIO String FilePath currentElement null ',WITHOUT_CLASSIFICATION
' Report a progress to the ProgressMonitor window see org argouml application api ProgressMonitor updateProgress int ',WITHOUT_CLASSIFICATION
' east',WITHOUT_CLASSIFICATION
' Dump driver information ',WITHOUT_CLASSIFICATION
' produce a nicer error since Rubyists are not used to seeing this',WITHOUT_CLASSIFICATION
' Ignore and keep trying',WITHOUT_CLASSIFICATION
' get list of files using that base name',WITHOUT_CLASSIFICATION
' Skip leading underscores ',WITHOUT_CLASSIFICATION
' parent plot ',WITHOUT_CLASSIFICATION
' exception fell through throw it upward ',WITHOUT_CLASSIFICATION
' FIX replace type with isInstanceOf ',IMPLEMENTATION
' X boolean True if file exists and is executable by the real uid gid',WITHOUT_CLASSIFICATION
' data type is unknown to us It may be an unusual type like JAVA OBJECT or ARRAY or it may be a DBMS specific type',WITHOUT_CLASSIFICATION
' So the target is a MAssociationRole',WITHOUT_CLASSIFICATION
' empty line means new contactcard',WITHOUT_CLASSIFICATION
' i n CreateTableOfCurrentSQLCommand noQuery No query found to create the script from ',WITHOUT_CLASSIFICATION
' We have created the pool ourselves so shut it down',WITHOUT_CLASSIFICATION
' so an empty cd drive is not reported as a file',WITHOUT_CLASSIFICATION
' bgen jjtree FormalComment retainComments ',WITHOUT_CLASSIFICATION
' bubble up if allowed ',WITHOUT_CLASSIFICATION
' only add the Plugins branch if there are OptionPanes',WITHOUT_CLASSIFICATION
' upperMargin',WITHOUT_CLASSIFICATION
' i n FileManager savedfile Saved to ',WITHOUT_CLASSIFICATION
' getIconHeight method',WITHOUT_CLASSIFICATION
' look for any keys that we do not already know about ',WITHOUT_CLASSIFICATION
' i n dataTypeBlob readOnFirstLoad Read contents when table is first loaded ',WITHOUT_CLASSIFICATION
' swallow it the transaction was successful or successfully rolled back ',WITHOUT_CLASSIFICATION
' We want to retain insertion order so LinkedHashMap is necessary',WITHOUT_CLASSIFICATION
' This does not handle ChangedCharsetExceptions correctly view setText text ',WITHOUT_CLASSIFICATION
' return SQLTokenContext INCOMPLETE STRING LITERAL ',WITHOUT_CLASSIFICATION
' TODO We really only care about events which affect things that are visible in the current perspective view This could be tailored to cut down on event traffic tfm ',DESIGN
' expandToFitSpace',WITHOUT_CLASSIFICATION
' setBorder method',WITHOUT_CLASSIFICATION
' rename the resource thus breaking the link ',WITHOUT_CLASSIFICATION
' Set the current value ',WITHOUT_CLASSIFICATION
' ALTER SEQUENCE sequenceName restartWith startValue incrementBy incrementValue ',WITHOUT_CLASSIFICATION
' i n TableExportCsvController commandChooserButton Choose ',WITHOUT_CLASSIFICATION
' We have received one more sample',WITHOUT_CLASSIFICATION
' The following should fail',WITHOUT_CLASSIFICATION
' uid for messages to save',WITHOUT_CLASSIFICATION
' Check that the value is type compatible with the entry feature ',WITHOUT_CLASSIFICATION
' P g opts and cmd opts rtfm ',WITHOUT_CLASSIFICATION
' Magic UNTITLED is only set if newFile param to constructor is set NEW FILE is also set if file does not exist on disk This is so that we can tell apart files created with JavaClassSATD and those that just do not exist on disk Why do we need to tell the difference between the two JavaClassSATD checks if the only opened buffer is an untitled buffer and if so replaces it with the buffer to add We do not want this behavior to occur with files that do not exist on disk only untitled ones ',WITHOUT_CLASSIFICATION
' ignore ',WITHOUT_CLASSIFICATION
' Empty delimiter',WITHOUT_CLASSIFICATION
' language change worked Check if we at least found the correct language ',WITHOUT_CLASSIFICATION
' create a legend if requested ',WITHOUT_CLASSIFICATION
' create subject headerfield in using the senders message subject and prepending Re if not already there param header A code ColumbaHeader code which contains the headerfields of the message we want reply forward FIXME author fdietz we need to i n this ',IMPLEMENTATION
' private Shape upArrow ',WITHOUT_CLASSIFICATION
' NOTE responseData encoding is server specific Therefore we do byte unicode byte conversion to ensure UTF encoding as required by XPathUtil convert unicode String UTF bytes NON NLS ',WITHOUT_CLASSIFICATION
' On Windows paths of the form X list the last working directory on that drive To list the root of the drive you must use X However the VFS browser and friends strip off trailing path separators for various reasons So to work around that we add a to drive letter paths on Windows ',DESIGN
' Get ElementResidences TODO Unused Should be added to Facade tfm param handle A modelElement return Collection The ElementResidence for this model element ',DESIGN
' non Javadoc see org columba core filter IFilterList move int int ',WITHOUT_CLASSIFICATION
' activateIfNecessary method',WITHOUT_CLASSIFICATION
' super ModeCreatePolyEdge class edgeClass JavaClassSATD getAssociation name ',WITHOUT_CLASSIFICATION
' TODO this is kind of inconsistent with CollectionType',DEFECT
' Look for elements directly within the HTTP proxy ',WITHOUT_CLASSIFICATION
' set the singleton instance of the Saver class to be the instance just created by the XMLBeanReader',WITHOUT_CLASSIFICATION
' return the fully resolved identifier value but do not resolve to the actual referenced entity instance NOTE the owner of the association is not really the owner of the id ',WITHOUT_CLASSIFICATION
' Save the contents of the resource to the file system ',WITHOUT_CLASSIFICATION
' NIO based pipe',WITHOUT_CLASSIFICATION
' Add any remaining nodes',WITHOUT_CLASSIFICATION
' we know only the rhs hand type so use that',WITHOUT_CLASSIFICATION
' XmlElement printNode JavaClassSATD ',WITHOUT_CLASSIFICATION
' select SQL',WITHOUT_CLASSIFICATION
' SSS FIXME Deprecated Going forward all instructions should come from the CFG',DESIGN
' the url matches the last redirect',WITHOUT_CLASSIFICATION
' If we are trying to set the namespace to the existing value then do not do any more work ',WITHOUT_CLASSIFICATION
' alter table table add constraint constraint ',WITHOUT_CLASSIFICATION
' The ResourceLocation may specify a relative path for its location attribute This is resolved using the appropriate base ',WITHOUT_CLASSIFICATION
' Commented out by Inspection AM public abstract void addCondition String alias String columns String condition ',WITHOUT_CLASSIFICATION
' Otherwise you ca not make it a child ',WITHOUT_CLASSIFICATION
' This is required so that see JavaClassSATD can find the Clearable nodes the userObject has to implement the interface ',WITHOUT_CLASSIFICATION
' generate call sites initialization code',WITHOUT_CLASSIFICATION
' putValue SMALL ICON ImageLoader getIcon script png ',WITHOUT_CLASSIFICATION
' LF is always end of line i e CRLF or single LF ',WITHOUT_CLASSIFICATION
' testcases for the algorithm implementations ',WITHOUT_CLASSIFICATION
' getLength method',WITHOUT_CLASSIFICATION
' TODO All build create methods need Undo support tfm',IMPLEMENTATION
' freebusyButton ',WITHOUT_CLASSIFICATION
' Generate all the existing internal transitions so that we can compare them as text with the newly entered ones ',WITHOUT_CLASSIFICATION
' set the classpath',WITHOUT_CLASSIFICATION
' find optimum height',WITHOUT_CLASSIFICATION
' only the first row containing data is editable',WITHOUT_CLASSIFICATION
' Note do not change this to BshClassManager plainClassForName or equivalent This class must not touch any other bsh classes ',WITHOUT_CLASSIFICATION
' static helper methods ',WITHOUT_CLASSIFICATION
' Avoid unnecessary out write statements ',WITHOUT_CLASSIFICATION
' exit method',WITHOUT_CLASSIFICATION
' MATCH ANY',WITHOUT_CLASSIFICATION
' t depends on t ',WITHOUT_CLASSIFICATION
' Trivial case',WITHOUT_CLASSIFICATION
' first check the number we are plotting ',WITHOUT_CLASSIFICATION
' BrowserActionContext class',WITHOUT_CLASSIFICATION
' avoid possible NPE when trimming the name',WITHOUT_CLASSIFICATION
' wait for more requests',WITHOUT_CLASSIFICATION
' These constants control test cycles in the validateXXXX methods ',WITHOUT_CLASSIFICATION
' Do not even consider it unless this is hierarchical and has scheme authority device and path absoluteness equal to those of the prefix ',WITHOUT_CLASSIFICATION
' handle cases of null The processing is different when nulls are allowed and when they are not ',WITHOUT_CLASSIFICATION
' updateScrollBars method',WITHOUT_CLASSIFICATION
' i n ResultTab elapsedTime Total SQL query Building output ',WITHOUT_CLASSIFICATION
' this could be method body for example',WITHOUT_CLASSIFICATION
' FILE FIELD is kept for backward compatibility with old test plans NON NLS ',WITHOUT_CLASSIFICATION
' Create an XML processor that is aware of XML Schema specified param schemaURIs a URI link org eclipse common util URI which point to an XML Schema ',WITHOUT_CLASSIFICATION
' registerThreadDumpSignalHandler runtime ',WITHOUT_CLASSIFICATION
' Subtract the the offset of the click to take account of user having not initially clicked in the centre ',WITHOUT_CLASSIFICATION
' This enables tooltips for tree this one will not be shown ',WITHOUT_CLASSIFICATION
' If the diagram is empty GEF will not write anything leaving us with an empty and invalid file Handle this case ourselves to prevent this from happening ',WITHOUT_CLASSIFICATION
' build the map of standard ANSI SQL aggregation functions ',WITHOUT_CLASSIFICATION
' Resolve everything up to this dot but do not resolve the placeholders yet ',WITHOUT_CLASSIFICATION
' TODO can this happen ',DESIGN
' destDir',WITHOUT_CLASSIFICATION
' EnhancedDialog implementation',WITHOUT_CLASSIFICATION
' current shortcut default DEFAULT',WITHOUT_CLASSIFICATION
' now render the select clause',WITHOUT_CLASSIFICATION
' no range axis no renderer',WITHOUT_CLASSIFICATION
' generate the request',WITHOUT_CLASSIFICATION
' see org tigris gef presentation Fig deleteFromModel ',WITHOUT_CLASSIFICATION
' class and module bodies default to public so make the block is visibility public JRUBY ',WITHOUT_CLASSIFICATION
' will check current level if some of them are not null or sublevels if they exist ',WITHOUT_CLASSIFICATION
' leave some space below the include ',WITHOUT_CLASSIFICATION
' Literal char XY X Y Z X a zA Z etc a zA Z etc X or X b B A Z z strings back references ims ims yes no ',WITHOUT_CLASSIFICATION
' non Javadoc see org columba addressbook facade IGroupItem removeContact org columba addressbook facade IContactItem ',WITHOUT_CLASSIFICATION
' check that there are not any extra entries',WITHOUT_CLASSIFICATION
' Set the variable in namespace according to localVar flag',WITHOUT_CLASSIFICATION
' must let original string know we are modifying so shared buffers are not damaged',WITHOUT_CLASSIFICATION
' We clear the save required flag on the Swing event thread in the hopes that it gets done after any other background work listener updates that is being done there',WITHOUT_CLASSIFICATION
' Set the minimum and preferred equal so that the size is fixed for the labelledlayout ',WITHOUT_CLASSIFICATION
' AbstractFolder JavaClassSATD add cyrusRoot AbstractFolder JavaClassSATD getConfiguration getRoot addElement JavaClassSATD getRoot MailInterface treeModel nodeStructureChanged JavaClassSATD ',WITHOUT_CLASSIFICATION
' Replace a string of newlines with a single one',WITHOUT_CLASSIFICATION
' seriesKey',WITHOUT_CLASSIFICATION
' by default we report no support for NOWAIT lock semantics',WITHOUT_CLASSIFICATION
' loadMode method',WITHOUT_CLASSIFICATION
' TODO see if the new target has a TV that we can proxy',WITHOUT_CLASSIFICATION
' matchComboBox addItem is matchComboBox addItem is not matchComboBox addItem begins with matchComboBox addItem ends with ',WITHOUT_CLASSIFICATION
' getLayerManager getActiveLayer paint g ',WITHOUT_CLASSIFICATION
' i n mssql oneFile Create one file ',WITHOUT_CLASSIFICATION
' get source references',WITHOUT_CLASSIFICATION
' no check for kind only internal use therefore check it while development',WITHOUT_CLASSIFICATION
' non Javadoc see org columba mail folder headercache PersistantHeaderList persist ',WITHOUT_CLASSIFICATION
' Do not auto unwrap wrappers preserve identity semantics FALL THROUGH TO OBJECT OPERATIONS BELOW ',WITHOUT_CLASSIFICATION
' componentTuplizerFactory new ComponentTuplizerFactory ',WITHOUT_CLASSIFICATION
' copy a range that includes only the first item in the series ',WITHOUT_CLASSIFICATION
' Check periodically to see if we have exceeded time limit',WITHOUT_CLASSIFICATION
' This just handles a particular case of component projection perhaps get rid of it and throw an exception',WITHOUT_CLASSIFICATION
' see org tigris gef presentation Fig setBounds int int int int ',WITHOUT_CLASSIFICATION
' i n TimeDateFunctionsTab title Time Date Functions ',WITHOUT_CLASSIFICATION
' TODO for some dialects it would be appropriate to add the renderOrderByPropertiesSelect to other select strings',IMPLEMENTATION
' create dummy catalog',WITHOUT_CLASSIFICATION
' i n AboutBoxDialog error creditsfile Error reading credits file ',WITHOUT_CLASSIFICATION
' We use a TreeMap because we need the entries to be sorted',WITHOUT_CLASSIFICATION
' p Returns a code String code value for a character delimited column value enclosed in the quote character if required p p If the value contains a special character then the String value is returned enclosed in the quote character p p Any quote characters in the value are doubled up p p If the value does not contain any special characters then the String value is returned unchanged p p N B The list of special characters includes the quote character p param input the input column String may be null without enclosing delimiters param specialChars special characters second one must be the quote character return the input String enclosed in quote characters if the value contains a special character code null code for null string input ',WITHOUT_CLASSIFICATION
' Test for creating a tempfile in a directory that does not exist ',WITHOUT_CLASSIFICATION
' note there is a wierd implementation in the client side',DESIGN
' wrap with observable stream for progress bar updates',WITHOUT_CLASSIFICATION
' try a customised instance',WITHOUT_CLASSIFICATION
' select the menu item corresponding to present format',WITHOUT_CLASSIFICATION
' TODO add constructors for combinations of number and date formatters ',DESIGN
' so that HelpViewer constructor does not try to expand',WITHOUT_CLASSIFICATION
' this is done here cos we might only know the type here ugly TODO improve this a lot ',DESIGN
' include locally for screening purposes',WITHOUT_CLASSIFICATION
' if folder is message folder TODO author fdietz there should be an interface instead of the AbstractMessageFolder class',WITHOUT_CLASSIFICATION
' try with Statediagram',WITHOUT_CLASSIFICATION
' If we are setting post arguments we can assume there are no pre or others ',WITHOUT_CLASSIFICATION
' non Javadoc see org eclipse emf codegen merge java facade FacadeHelper getContext org eclipse emf codegen merge java facade JNode ',WITHOUT_CLASSIFICATION
' Table model stuff ',WITHOUT_CLASSIFICATION
' register interest on tree selection changes',WITHOUT_CLASSIFICATION
' non Javadoc see net sourceforge squirrel sql plugins dbcopy dialects HibernateDialect getMaxPrecision int ',WITHOUT_CLASSIFICATION
' i n generalSessionPropertiesPanel dataTYpe Properties for the individual Data Types may be set in the ',WITHOUT_CLASSIFICATION
' Calculate the test duration Needs to xAxis Labels and getData ',WITHOUT_CLASSIFICATION
' host from which this message was downloaded',WITHOUT_CLASSIFICATION
' column is limited and length limit so need to re read column is not limited so we have the whole thing',WITHOUT_CLASSIFICATION
' if less than items put them directly in the menu',WITHOUT_CLASSIFICATION
' TODO author fdietz no paging used currently show only first results',DESIGN
' see org argouml uml reveng SettingsTypes BooleanSelection getDefaultValue ',WITHOUT_CLASSIFICATION
' Register for notification of classloader change',WITHOUT_CLASSIFICATION
' Folder to store user settings ',WITHOUT_CLASSIFICATION
' Tabs to add to the database node ',WITHOUT_CLASSIFICATION
' remember this DataType object so we can reuse it',WITHOUT_CLASSIFICATION
' for AndroMDA',WITHOUT_CLASSIFICATION
' transactionComplete method',WITHOUT_CLASSIFICATION
' init right side with first render',WITHOUT_CLASSIFICATION
' superclass entity name',WITHOUT_CLASSIFICATION
' managerTextField ',WITHOUT_CLASSIFICATION
' notify table that rows have changed The deleted rows may not be contiguous in the actual data model because the gui may be showing a version of the data sorted in some other order so we cannot use fireRowsDeleted ',WITHOUT_CLASSIFICATION
' see MouseListener mouseReleased MouseEvent ',WITHOUT_CLASSIFICATION
' toggleMultipleSelectionEnabled method',WITHOUT_CLASSIFICATION
' SSS FIXME Somewhere here we need to record information the type of this operand as String',IMPLEMENTATION
' onlystatic ',WITHOUT_CLASSIFICATION
' see org argouml uml diagram ui VisibilityContainer setVisibilityVisible boolean ',WITHOUT_CLASSIFICATION
' not something we can read',WITHOUT_CLASSIFICATION
' baseSeriesPaint',WITHOUT_CLASSIFICATION
' else we set the body to the i n String',WITHOUT_CLASSIFICATION
' Inserts are not properly separated We give up ',WITHOUT_CLASSIFICATION
' Rob Removed replacement via RegExp because it needed several RegExp escapes in val ',WITHOUT_CLASSIFICATION
' Add the main panel and the graph',WITHOUT_CLASSIFICATION
' It is just a single value ',WITHOUT_CLASSIFICATION
' otherwise we select the item below the mousepointer ',WITHOUT_CLASSIFICATION
' TODO setText in GEF should call setBounds instead of directly changing x y w h then we will have an event generated correctly in GEF',DESIGN
' clear a mapping',WITHOUT_CLASSIFICATION
' we should be able to give a dataset an arbitrary index',WITHOUT_CLASSIFICATION
' getFirstFile method',WITHOUT_CLASSIFICATION
' If we are drawing from an edge',WITHOUT_CLASSIFICATION
' ButtonBarBuilder builder new ButtonBarBuilder buttonWestPanel ',WITHOUT_CLASSIFICATION
' This property is a Boolean to allow three values so it can match MRI is nil false and true',WITHOUT_CLASSIFICATION
' TODO use or remove',DESIGN
' shortcut key no shortcut here because F conflicts with system accelerator key putValue ACCELERATOR KEY KeyStroke getKeyStroke KeyEvent VK F ',WITHOUT_CLASSIFICATION
' URL GENERATOR',WITHOUT_CLASSIFICATION
' B B F ',WITHOUT_CLASSIFICATION
' Appears to be gone from UML x',DEFECT
' check if download failed',WITHOUT_CLASSIFICATION
' There was no ElementResidence yet so let us create one ',WITHOUT_CLASSIFICATION
' check for intersect',WITHOUT_CLASSIFICATION
' Server based authority ',WITHOUT_CLASSIFICATION
' promise to implement one to N',WITHOUT_CLASSIFICATION
' value and property are mutually exclusive attributes',WITHOUT_CLASSIFICATION
' computeRoute this recomputes the route if you reload the diagram ',WITHOUT_CLASSIFICATION
' set the icon for this poster',WITHOUT_CLASSIFICATION
' underlaying data cannot be changed',WITHOUT_CLASSIFICATION
' TODO This work should be deferred until actually needed for display',IMPLEMENTATION
' hack to get right style for input',DESIGN
' create a unique index on myuniquechar',WITHOUT_CLASSIFICATION
' nextInt n returns values in the range n so n must be set to max min ',WITHOUT_CLASSIFICATION
' automatically makes a column with the default name if none is specifed by XML',WITHOUT_CLASSIFICATION
' Our values holder name of variables are kept in staticScope ',WITHOUT_CLASSIFICATION
' EQ i e false ',WITHOUT_CLASSIFICATION
' rosePaint',WITHOUT_CLASSIFICATION
' single string command pass to sh to expand wildcards',WITHOUT_CLASSIFICATION
' squeltch ',WITHOUT_CLASSIFICATION
' check to see if the shutdown hook methods exists support pre JDK VMs ',WITHOUT_CLASSIFICATION
' If the data type is not an association type it could not have been in the FROM clause ',WITHOUT_CLASSIFICATION
' Implementation of the ActionListener Interface ',WITHOUT_CLASSIFICATION
' Make sure the window is displayed in visible region',WITHOUT_CLASSIFICATION
' Logging log severe Error saving converted message e ',WITHOUT_CLASSIFICATION
' i n DatabaseMetaData nullableTypeNullable true ',WITHOUT_CLASSIFICATION
' deliberately ignore return value ',WITHOUT_CLASSIFICATION
' All core AWT listeners',WITHOUT_CLASSIFICATION
' rb reg desc',WITHOUT_CLASSIFICATION
' TODO This should only be building list up to index ',DEFECT
' Entry tends to be ignored ',WITHOUT_CLASSIFICATION
' For In build test case using this counter create the new entry in the server',WITHOUT_CLASSIFICATION
' getSubregionStartOffset method',WITHOUT_CLASSIFICATION
' The switch that delegates to the code createXXX code methods begin user doc end user doc generated ',WITHOUT_CLASSIFICATION
' super calls from proxies must use reflected method FIXME possible to make handles do the superclass call ',DESIGN
' If there are any scalars non entities selected render the select column aliases ',WITHOUT_CLASSIFICATION
' get any included source directories',WITHOUT_CLASSIFICATION
' Action methods',WITHOUT_CLASSIFICATION
' TODO Rename to IObjectTreeNodeExpander',DESIGN
' i n graph width Width ',WITHOUT_CLASSIFICATION
' Only change the background colour if it is supplied by the LAF Otherwise leave look and feel to handle this itself ',WITHOUT_CLASSIFICATION
' non Javadoc see org eclipse emf codegen merge java facade ast ASTJAbstractType remove org eclipse emf codegen merge java facade ast ASTJNode ',WITHOUT_CLASSIFICATION
' NOTE this assumes something about how propertySelectFragment is implemented by the subclass was toUnqotedAliasStrings getdiscriminatorColumnName before now tried to remove that unqoting and missing aliases ',DESIGN
' create some properties and get the default Session',WITHOUT_CLASSIFICATION
' work out the minimum value ',WITHOUT_CLASSIFICATION
' Path operations ',WITHOUT_CLASSIFICATION
' This assumes you will want to ignore any update counts',WITHOUT_CLASSIFICATION
' FIXME bit of a kludge here non interface classes assigned to both class and module fields simplifies proxy extender code will go away when JI is overhauled and proxy extenders are deprecated ',DESIGN
' The main conditional logic if the attribute is somehow special i e it has known semantic meaning then deal with it appropriately ',WITHOUT_CLASSIFICATION
' The Close window shortcut ALT F actually ca not be registered as a shortcut because it closes the configuration dialog ',WITHOUT_CLASSIFICATION
' why ',WITHOUT_CLASSIFICATION
' ignored will never be called',WITHOUT_CLASSIFICATION
' getFirstBuffer method',WITHOUT_CLASSIFICATION
' the indicator bounds is calculated from the templateValue which determines the minimum size the maxTemplateValue which if specified provides a maximum size and the actual value',WITHOUT_CLASSIFICATION
' parameterlist is guaranteed to contain at least ',WITHOUT_CLASSIFICATION
' reset colors index',WITHOUT_CLASSIFICATION
' Indent size',WITHOUT_CLASSIFICATION
' Evaluate the defined dimensions of the array',WITHOUT_CLASSIFICATION
' update the max value',WITHOUT_CLASSIFICATION
' i n RowIDTab hint Show columns that uniquely identify a row ',WITHOUT_CLASSIFICATION
' we will return initialResources anyway no reason to scan further ',WITHOUT_CLASSIFICATION
' listener updates menu in case the tags where changed',WITHOUT_CLASSIFICATION
' Look for a matching named element ',WITHOUT_CLASSIFICATION
' If must be of this type then ',WITHOUT_CLASSIFICATION
' indexStream method',WITHOUT_CLASSIFICATION
' getView method',WITHOUT_CLASSIFICATION
' end of column',WITHOUT_CLASSIFICATION
' Overriding Superclass Behavior ',WITHOUT_CLASSIFICATION
' Active threads in this group',WITHOUT_CLASSIFICATION
' update frame title',WITHOUT_CLASSIFICATION
' Builds a message within some interaction related to some assocationrole The message is added as the last in the interaction sequence Furthermore the message is added as the last to the list of messages already attached to the role Effectively the already attached messages become predecessors of this message TODO This sets the activator as a side effect However it is impossible to determine the activator at this stage as we do not yet know what the action will be of the message we are creating See issue param inter The Interaction param role The Association Role return The newly created Message ',DEFECT
' make sure localDir exists create it if it does not',WITHOUT_CLASSIFICATION
' A mock ModelImplementation p The Facade the ModelEventPump the Factories and Helpers are all created as mock objects using EasyMock For each of them there should also be a possibility to access their link MockControl object TODO Create the rest of the getters for the control objects author Linus Tolke ',IMPLEMENTATION
' Now for all variables used by i amark them live before i ',WITHOUT_CLASSIFICATION
' enable controls if we are not in html edit mode',WITHOUT_CLASSIFICATION
' assumes that types are all of span ',WITHOUT_CLASSIFICATION
' Protocol defined Mechanisms',WITHOUT_CLASSIFICATION
' found an open link',WITHOUT_CLASSIFICATION
' First try the buffer local properties',WITHOUT_CLASSIFICATION
' turn of focus stealing workaround should be removed in the future ',DESIGN
' create URI representing the contact',WITHOUT_CLASSIFICATION
' FontSelector constructor',WITHOUT_CLASSIFICATION
' get message body',WITHOUT_CLASSIFICATION
' set up dialog to ask user if it is ok to proceed IMPORTANT this dialog is SYNCHRONOUS ie we do not proceed until user gives a response This is critical since this function provides a return value to its caller that depends on the user input i n baseDataSetViewerDestination warning Warning ',WITHOUT_CLASSIFICATION
' insert nodeToInsert after targetNode',WITHOUT_CLASSIFICATION
' i n laf menus Menus ',WITHOUT_CLASSIFICATION
' union subclass support ',WITHOUT_CLASSIFICATION
' fireTreeNodesChanged this path childIndices children ',WITHOUT_CLASSIFICATION
' Fill of value byte Fill of value byte ',WITHOUT_CLASSIFICATION
' average radius outlier radius',WITHOUT_CLASSIFICATION
' Place the comment Fig on the nicest spot on the diagram',WITHOUT_CLASSIFICATION
' We know we are comparing to another SampleSaveConfiguration',WITHOUT_CLASSIFICATION
' static methods only hide constructor ',WITHOUT_CLASSIFICATION
' TODO shift block over to right',DESIGN
